Attack_Speed,Basic_Attack_Damage,Cooldown_Reduction,Crowd_Control_Reduction,Critical_Strike_Chance,Damage_Reduction,HP5,Health,MP5,Lifesteal,Flat_Penetration,Percent_Penetration,Magical_Power,Magical_Protections,Mana,Movement_Speed,Physical_Power,Physical_Protection
0.0,0.007866273352999017,0.06678072763028688,4.9164208456243856e-05,0.0,0.0,0.0019665683382497543,3.200589970501475,10.393117010816125,0.0037522123893805343,0.11897738446411013,0.00015732546705998033,50.41140609636185,0.35889872173058013,23.411996066863324,1.376597836774828e-05,0.28652900688298916,0.4975417895771878
0.0,0.007866273352999017,0.06678072763028688,4.9164208456243856e-05,0.0,0.0,0.0019665683382497543,3.200589970501475,10.393117010816125,0.0037522123893805343,0.11897738446411013,0.00015732546705998033,50.41140609636185,0.35889872173058013,23.411996066863324,1.376597836774828e-05,0.28652900688298916,0.4975417895771878
0.0,0.007866273352999017,0.06678072763028688,4.9164208456243856e-05,0.0,0.0,0.0019665683382497543,3.200589970501475,10.393117010816125,0.0037522123893805343,0.11897738446411013,0.00015732546705998033,50.41140609636185,0.35889872173058013,23.411996066863324,1.376597836774828e-05,0.28652900688298916,0.4975417895771878
0.0,0.007866273352999017,0.06678072763028688,4.9164208456243856e-05,0.0,0.0,0.0019665683382497543,3.200589970501475,10.393117010816125,0.0037522123893805343,0.11897738446411013,0.00015732546705998033,50.41140609636185,0.35889872173058013,23.411996066863324,1.376597836774828e-05,0.28652900688298916,0.4975417895771878
0.0,0.007866273352999017,0.06678072763028688,4.9164208456243856e-05,0.0,0.0,0.0019665683382497543,3.200589970501475,10.393117010816125,0.0037522123893805343,0.11897738446411013,0.00015732546705998033,50.41140609636185,0.35889872173058013,23.411996066863324,1.376597836774828e-05,0.28652900688298916,0.4975417895771878
0.0,0.007866273352999017,0.06678072763028688,4.9164208456243856e-05,0.0,0.0,0.0019665683382497543,3.200589970501475,10.393117010816125,0.0037522123893805343,0.11897738446411013,0.00015732546705998033,50.41140609636185,0.35889872173058013,23.411996066863324,1.376597836774828e-05,0.28652900688298916,0.4975417895771878
0.0,0.007866273352999017,0.06678072763028688,4.9164208456243856e-05,0.0,0.0,0.0019665683382497543,3.200589970501475,10.393117010816125,0.0037522123893805343,0.11897738446411013,0.00015732546705998033,50.41140609636185,0.35889872173058013,23.411996066863324,1.376597836774828e-05,0.28652900688298916,0.4975417895771878
0.0,0.007866273352999017,0.06678072763028688,4.9164208456243856e-05,0.0,0.0,0.0019665683382497543,3.200589970501475,10.393117010816125,0.0037522123893805343,0.11897738446411013,0.00015732546705998033,50.41140609636185,0.35889872173058013,23.411996066863324,1.376597836774828e-05,0.28652900688298916,0.4975417895771878
0.0,0.007866273352999017,0.06678072763028688,4.9164208456243856e-05,0.0,0.0,0.0019665683382497543,3.200589970501475,10.393117010816125,0.0037522123893805343,0.11897738446411013,0.00015732546705998033,50.41140609636185,0.35889872173058013,23.411996066863324,1.376597836774828e-05,0.28652900688298916,0.4975417895771878
0.0,0.007866273352999017,0.06678072763028688,4.9164208456243856e-05,0.0,0.0,0.0019665683382497543,3.200589970501475,10.393117010816125,0.0037522123893805343,0.11897738446411013,0.00015732546705998033,50.41140609636185,0.35889872173058013,23.411996066863324,1.376597836774828e-05,0.28652900688298916,0.4975417895771878
